Shipment_ID,Shipment_Date,Region,Transport_Mode,Distance_km,Shipment_Volume_kg,Priority,Warehouse_Processing_Hours,Delivery_Time_Hours,Transportation_Cost,Delay_Hours,On_Time_Delivery,Customer_Rating
SHP0524,2025-02-04,East,Road,774,189.73,Standard,9.72,25.55,556.45,5.18,No,4.2
SHP0525,2025-08-03,North,Road,2330,252.82,Standard,3.88,49.12,1672.29,2.33,Yes,4.7
SHP0526,2025-12-03,South,Road,1467,345.01,Express,1.8,30.49,1189.46,0.94,Yes,4.2
SHP0527,2025-03-31,North,Road,1574,79.97,Standard,3.09,38.56,1100.97,13.76,No,3.9
SHP0528,2025-09-21,North,Rail,300,143.32,Express,0.98,10.54,382.91,1.66,Yes,4.9
SHP0529,2025-04-03,East,Road,1594,445.01,Standard,3.0,34.21,1353.63,0.73,Yes,4.5
SHP0530,2025-03-31,North,Sea,128,150.86,Standard,3.44,9.08,324.82,0.17,Yes,4.4
SHP0531,2025-04-25,East,Road,947,66.72,Standard,4.8,23.24,795.38,15.28,No,3.1
SHP0532,2025-04-15,North,Air,830,117.73,Express,4.22,9.8,1671.03,1.35,Yes,4.8
SHP0533,2025-07-15,North,Rail,275,181.2,Standard,2.22,10.39,371.57,5.9,No,3.7
SHP0534,2025-11-10,South,Road,1124,248.82,Standard,3.84,24.96,1053.78,0.47,Yes,4.4
SHP0535,2025-04-24,East,Road,1259,210.7,Standard,3.32,26.81,1046.69,2.45,Yes,4.2
SHP0536,2025-03-16,East,Rail,1107,144.03,Standard,1.55,18.28,733.56,4.32,Yes,4.3
SHP0537,2025-08-05,South,Road,852,427.31,Standard,2.71,24.32,939.57,4.7,Yes,4.3
SHP0538,2025-10-04,South,Sea,791,202.28,Express,5.01,32.76,647.99,13.94,No,3.9
SHP0539,2025-09-06,East,Rail,2228,256.36,Standard,4.1,38.85,1126.98,0.9,Yes,3.9
SHP0540,2025-06-13,North,Sea,2729,149.51,Standard,1.73,82.77,1302.19,0.36,Yes,4.5
SHP0541,2025-12-23,South,Road,2935,636.67,Express,3.53,57.52,2284.77,9.42,No,3.5
SHP0542,2025-07-11,West,Air,2856,168.32,Standard,1.77,16.0,4093.6,0.18,Yes,4.9
SHP0543,2025-08-15,East,Rail,753,233.29,Standard,3.05,19.74,542.01,3.7,Yes,4.5
SHP0544,2025-06-26,South,Air,2594,456.92,Standard,2.97,10.36,4006.29,2.9,Yes,4.4
SHP0545,2025-04-09,West,Road,1476,269.35,Standard,3.88,34.07,1208.62,2.24,Yes,5.0
SHP0546,2025-02-05,West,Air,2420,264.69,Standard,3.65,10.25,3533.08,0.78,Yes,4.3
SHP0547,2025-04-06,South,Rail,664,55.61,Standard,1.78,13.63,436.04,1.41,Yes,4.4
SHP0548,2025-06-01,East,Air,378,356.54,Standard,2.67,4.36,1260.02,8.84,No,3.3
SHP0549,2025-05-31,East,Road,1445,230.19,Standard,1.94,30.66,1096.43,1.83,Yes,4.5
SHP0550,2025-07-09,South,Sea,1533,323.47,Express,3.28,48.36,754.44,17.24,No,2.6
SHP0551,2025-08-12,South,Road,182,251.7,Express,1.8,7.33,399.05,2.43,Yes,4.8
SHP0552,2025-02-06,South,Air,884,149.69,Express,5.76,11.82,1797.09,2.21,Yes,5.0
SHP0553,2025-09-25,East,Sea,2748,414.06,Express,2.63,82.21,1282.17,3.93,Yes,4.9
SHP0554,2025-07-02,South,Air,170,254.34,Standard,11.48,13.42,1087.81,12.68,No,2.9
SHP0555,2025-01-13,West,Rail,2703,89.79,Express,3.95,42.85,1388.45,0.76,Yes,4.7
SHP0556,2025-10-06,East,Road,1525,553.33,Standard,1.55,30.52,1194.61,6.99,No,4.2
SHP0557,2025-08-05,North,Sea,1014,81.34,Standard,1.62,35.57,529.91,0.29,Yes,5.0
SHP0558,2025-12-21,East,Road,178,415.99,Standard,7.14,14.98,471.4,7.82,No,4.7
SHP0559,2025-12-27,South,Rail,1648,626.94,Standard,1.53,27.39,1052.29,2.01,Yes,4.5
SHP0560,2025-10-13,East,Air,2126,102.06,Express,6.9,14.32,3288.51,2.65,Yes,4.5
SHP0561,2025-09-30,East,Air,2819,203.17,Express,4.79,10.89,4132.3,1.54,Yes,5.0
SHP0562,2025-03-03,North,Road,1597,190.34,Standard,3.9,34.1,1210.05,1.26,Yes,4.8
SHP0563,2025-03-25,South,Air,382,196.43,Express,6.94,8.67,1164.27,4.78,Yes,4.0
SHP0564,2025-08-05,North,Air,1203,797.25,Standard,5.65,12.24,2684.36,3.47,Yes,4.0
SHP0565,2025-12-08,North,Road,1366,102.89,Standard,3.19,29.43,991.8,0.06,Yes,4.9
SHP0566,2025-07-06,South,Sea,1246,178.65,Standard,1.18,38.91,532.03,5.96,No,4.5
SHP0567,2025-01-19,South,Road,1479,634.18,Standard,4.85,37.97,1336.98,2.96,Yes,4.8
SHP0568,2025-06-26,West,Road,405,176.61,Express,1.93,10.65,564.58,2.19,Yes,4.2
SHP0569,2025-04-10,South,Road,188,115.0,Express,2.03,5.76,499.52,0.45,Yes,4.8
SHP0570,2025-08-21,South,Road,1576,266.16,Express,3.13,37.17,1015.72,0.13,Yes,4.6
SHP0571,2025-03-17,East,Sea,1247,389.14,Standard,2.42,39.19,688.8,2.19,Yes,4.5
SHP0572,2025-09-22,North,Road,78,168.18,Express,3.34,11.99,360.3,1.11,Yes,5.0
SHP0573,2025-10-11,West,Road,980,326.38,Standard,3.0,23.02,782.36,3.4,Yes,4.4
SHP0574,2025-07-25,East,Road,2593,84.47,Express,3.72,51.7,1698.79,3.93,Yes,4.6
SHP0575,2025-08-11,West,Rail,1063,87.82,Standard,4.61,23.5,743.99,1.53,Yes,4.9
SHP0576,2025-02-21,North,Rail,2752,162.71,Standard,7.67,50.69,1532.3,3.28,Yes,4.2
SHP0577,2025-12-05,South,Road,877,334.63,Standard,5.21,25.84,928.06,1.51,Yes,5.0
SHP0578,2025-05-24,South,Road,400,377.3,Standard,4.43,12.99,576.1,3.57,Yes,4.0
SHP0579,2025-03-10,West,Sea,2651,96.79,Standard,2.81,80.17,1233.17,3.27,Yes,4.0
SHP0580,2025-04-09,North,Road,2074,367.64,Standard,2.57,41.54,1592.29,14.69,No,2.9
SHP0581,2025-01-25,South,Rail,348,248.78,Standard,1.06,9.51,357.6,0.32,Yes,4.4
SHP0582,2025-02-22,West,Road,1793,119.65,Standard,2.91,37.05,1231.48,2.71,Yes,4.7
SHP0583,2025-05-31,South,Air,1915,87.01,Standard,4.89,11.81,2920.67,1.94,Yes,5.0
SHP0584,2025-05-24,South,Road,1265,260.05,Standard,1.37,25.03,952.7,3.73,Yes,4.7
SHP0585,2025-02-26,North,Rail,1745,546.04,Standard,3.16,31.19,1025.78,2.14,Yes,4.3
SHP0586,2025-02-08,West,Road,2161,226.98,Standard,3.67,45.89,1556.93,6.17,No,3.7
SHP0587,2025-04-19,North,Sea,804,115.07,Standard,4.25,28.49,559.19,16.45,No,3.2
SHP0588,2025-06-30,East,Road,819,59.88,Express,4.59,22.39,691.1,5.9,No,3.7
SHP0589,2025-02-11,West,Air,1288,645.9,Express,5.69,8.91,2716.9,5.07,No,3.8
SHP0590,2025-07-05,North,Road,883,459.11,Standard,1.55,19.29,948.35,8.59,No,3.9
SHP0591,2025-08-11,East,Road,2263,273.54,Express,3.96,46.1,1646.04,0.76,Yes,4.5
SHP0592,2025-05-02,North,Air,1956,623.03,Express,3.51,10.17,3322.97,0.53,Yes,4.8
SHP0593,2025-05-13,North,Road,1614,258.98,Express,1.07,32.27,1372.96,2.46,Yes,4.4
SHP0594,2025-06-12,West,Sea,1268,152.67,Standard,7.38,47.57,694.81,8.28,No,3.8
SHP0595,2025-08-03,West,Sea,555,326.55,Standard,5.61,22.59,408.59,7.48,No,4.2
SHP0596,2025-08-09,East,Sea,1407,123.86,Standard,1.95,43.64,652.95,0.56,Yes,5.0
SHP0597,2025-08-23,East,Road,2890,110.28,Standard,2.48,55.87,1853.26,0.19,Yes,5.0
SHP0598,2025-11-27,North,Air,2930,379.98,Standard,2.73,16.16,4306.42,4.85,Yes,4.4
SHP0599,2025-05-26,North,Road,1510,403.04,Standard,7.27,34.9,1300.63,3.23,Yes,4.7
SHP0600,2025-08-27,North,Sea,2955,90.77,Express,4.89,95.39,1166.29,1.27,Yes,4.6
SHP0601,2025-03-17,North,Rail,1466,93.15,Express,4.77,31.97,839.86,3.2,Yes,3.9
SHP0602,2025-01-09,South,Air,2903,162.14,Standard,3.66,11.26,4151.48,2.9,Yes,4.4
SHP0603,2025-03-15,South,Rail,1222,134.57,Standard,5.84,24.67,780.56,4.84,Yes,4.3
SHP0604,2025-09-10,South,Rail,810,309.06,Standard,0.94,14.78,667.29,0.89,Yes,4.7
SHP0605,2025-08-18,North,Road,882,228.98,Express,3.11,20.17,763.73,4.39,Yes,4.4
SHP0606,2025-01-07,East,Air,1478,500.41,Standard,5.8,10.57,2720.99,5.47,No,4.9
SHP0607,2025-06-23,West,Road,332,276.46,Standard,5.6,16.47,413.89,10.14,No,3.4
SHP0608,2025-05-21,South,Rail,428,141.01,Standard,7.18,13.81,537.11,3.94,Yes,4.2
SHP0609,2025-06-17,West,Air,247,58.92,Standard,6.0,10.28,979.68,3.59,Yes,4.8
SHP0610,2025-06-19,West,Rail,605,251.04,Standard,2.22,13.03,391.32,2.14,Yes,4.6
SHP0611,2025-10-10,North,Road,405,66.87,Standard,1.65,18.52,426.8,0.7,Yes,4.9
SHP0612,2025-05-02,West,Rail,1613,139.79,Express,4.19,29.71,878.77,0.26,Yes,4.6
SHP0613,2025-07-13,East,Road,1090,133.59,Express,7.48,28.45,899.36,3.41,Yes,4.1
SHP0614,2025-01-05,East,Rail,2736,155.1,Express,2.76,43.55,1301.93,10.01,No,3.2
SHP0615,2025-01-29,South,Road,428,88.13,Express,4.07,13.64,424.65,10.51,No,3.6
SHP0616,2025-06-14,East,Road,729,133.26,Standard,6.99,26.3,729.19,5.06,No,3.9
SHP0617,2025-12-05,South,Road,2603,493.8,Standard,2.08,51.7,1993.64,7.16,No,3.6
SHP0618,2025-05-16,East,Air,1829,492.85,Express,7.5,14.01,3146.96,5.85,No,4.3
SHP0619,2025-12-31,East,Road,948,647.26,Express,1.41,20.43,974.6,0.31,Yes,4.5
SHP0620,2025-11-17,East,Road,125,222.98,Standard,4.12,7.42,365.05,1.85,Yes,4.2
SHP0621,2025-12-08,East,Sea,280,267.7,Standard,5.03,13.59,235.76,1.8,Yes,4.1
SHP0622,2025-05-25,East,Road,1789,498.91,Standard,5.4,44.27,1354.81,10.69,No,3.8
SHP0623,2025-11-23,North,Rail,1011,79.09,Standard,1.44,18.83,716.19,1.77,Yes,4.6
SHP0624,2025-08-05,North,Air,2399,389.14,Standard,4.37,11.01,3586.76,3.07,Yes,4.3
SHP0625,2025-10-28,West,Sea,2823,550.95,Standard,2.2,85.31,1302.67,0.65,Yes,4.8
SHP0626,2025-05-12,South,Air,2312,118.83,Standard,4.15,11.43,3441.26,1.37,Yes,4.7
SHP0627,2025-10-19,North,Air,2166,582.8,Standard,3.34,12.04,3629.09,0.2,Yes,4.6
SHP0628,2025-03-11,North,Air,442,934.86,Express,1.09,2.93,1862.86,1.57,Yes,4.5
SHP0629,2025-09-09,North,Road,1158,381.65,Standard,6.54,32.65,1025.37,13.72,No,3.4
SHP0630,2025-10-02,West,Air,316,335.68,Standard,3.17,5.5,1154.52,14.54,No,3.3
SHP0631,2025-12-30,East,Road,1142,101.1,Standard,8.27,31.88,860.96,14.61,No,2.8
SHP0632,2025-07-01,West,Sea,660,467.99,Express,3.24,22.9,608.79,0.21,Yes,5.0
SHP0633,2025-06-16,East,Road,1420,108.0,Standard,4.68,31.29,1152.08,1.33,Yes,5.0
SHP0634,2025-04-01,South,Rail,1058,286.81,Express,2.8,18.7,929.42,0.78,Yes,4.6
SHP0635,2025-07-21,South,Road,1011,307.9,Standard,3.61,22.39,891.34,2.75,Yes,4.4
SHP0636,2025-12-12,East,Air,2825,22.03,Express,4.53,13.3,3934.16,1.88,Yes,4.3
SHP0637,2025-01-19,North,Road,722,294.14,Express,1.4,16.87,786.3,6.16,No,3.8
SHP0638,2025-02-08,West,Sea,2520,1387.19,Standard,2.29,76.19,1413.31,0.97,Yes,4.8
SHP0639,2025-05-06,West,Air,1750,51.2,Standard,6.24,10.63,2757.83,14.73,No,3.8
SHP0640,2025-06-22,South,Road,2212,213.21,Standard,7.05,53.8,1608.99,2.95,Yes,4.7
SHP0641,2025-05-21,West,Air,2317,56.66,Standard,2.6,7.51,3447.33,3.74,Yes,4.2
SHP0642,2025-08-30,West,Air,80,118.4,Standard,4.76,8.75,823.97,3.09,Yes,4.3
SHP0643,2025-08-08,East,Rail,1416,57.35,Standard,5.99,27.1,883.29,1.98,Yes,4.3
SHP0644,2025-05-06,North,Road,1450,247.57,Standard,3.23,33.22,1232.22,10.39,No,3.9
SHP0645,2025-02-27,South,Road,1203,385.88,Standard,2.1,29.35,865.8,0.34,Yes,4.7
SHP0646,2025-05-28,East,Road,666,294.95,Standard,1.8,15.23,738.12,3.7,Yes,4.5
SHP0647,2025-11-13,North,Road,588,115.45,Standard,6.58,17.95,539.95,12.8,No,3.2
SHP0648,2025-12-27,North,Sea,2836,144.52,Standard,2.51,84.34,1293.68,0.79,Yes,5.0
SHP0649,2025-01-01,West,Road,920,267.89,Standard,5.68,24.8,667.18,1.7,Yes,4.4
SHP0650,2025-12-14,North,Air,150,118.01,Standard,5.05,7.75,939.91,4.78,Yes,4.0
SHP0651,2025-07-09,East,Road,1462,87.34,Standard,5.13,32.94,1015.49,1.63,Yes,4.4
SHP0652,2025-07-10,West,Rail,2789,187.28,Express,5.25,54.36,1299.61,1.65,Yes,4.8
SHP0653,2025-11-08,West,Air,990,114.29,Standard,7.22,12.56,1864.4,2.83,Yes,5.0
SHP0654,2025-04-27,South,Sea,390,295.33,Standard,2.2,14.53,339.25,1.16,Yes,4.8
SHP0655,2025-05-14,West,Road,2958,549.54,Standard,1.85,59.36,2211.59,2.69,Yes,4.7
SHP0656,2025-02-27,North,Rail,1093,1364.18,Express,1.61,17.99,1105.5,4.68,Yes,4.4
SHP0657,2025-02-13,North,Road,87,280.52,Express,3.59,14.03,355.17,6.82,No,3.4
SHP0658,2025-06-22,East,Road,709,347.99,Express,3.64,18.57,845.15,16.36,No,2.8
SHP0659,2025-06-09,South,Road,2083,145.54,Standard,1.36,40.82,1402.97,2.7,Yes,4.4
SHP0660,2025-06-22,South,Rail,1610,151.99,Standard,1.32,28.59,847.21,6.88,No,3.9
SHP0661,2025-11-13,East,Road,1706,543.94,Standard,8.98,41.65,1435.81,7.82,No,3.6
SHP0662,2025-10-30,North,Air,1099,182.47,Standard,5.7,11.25,2136.76,12.29,No,3.6
SHP0663,2025-05-29,North,Road,503,233.01,Express,1.53,15.01,572.92,0.54,Yes,4.8
SHP0664,2025-03-21,South,Rail,1754,521.17,Standard,4.72,31.42,1018.64,1.76,Yes,4.6
SHP0665,2025-08-01,West,Road,1396,183.45,Express,2.52,32.15,1106.1,3.83,Yes,4.3
SHP0666,2025-07-22,East,Air,2834,632.89,Standard,3.07,10.99,4394.95,0.82,Yes,4.5
SHP0667,2025-09-09,South,Sea,868,330.67,Express,5.82,34.08,673.27,2.07,Yes,3.9
SHP0668,2025-08-17,South,Rail,822,304.53,Standard,3.46,18.15,534.23,0.15,Yes,4.9
SHP0669,2025-06-13,North,Air,62,140.65,Standard,2.55,9.16,682.66,8.19,No,3.9
SHP0670,2025-08-15,North,Road,970,316.2,Standard,8.72,27.02,1035.55,10.05,No,3.8
SHP0671,2025-05-27,West,Rail,874,163.97,Standard,2.24,17.57,608.23,8.33,No,3.8
SHP0672,2025-01-20,South,Road,2468,307.53,Standard,4.85,50.6,1870.52,1.5,Yes,4.2
SHP0673,2025-02-16,North,Road,1364,206.17,Express,3.15,34.03,1054.82,1.17,Yes,4.4
SHP0674,2025-08-21,East,Air,2429,435.62,Standard,4.57,11.12,4026.08,3.22,Yes,4.9
SHP0675,2025-11-01,East,Sea,2358,216.54,Standard,5.42,75.29,1104.0,4.72,Yes,4.3
SHP0676,2025-01-14,East,Road,2067,921.96,Standard,8.2,46.77,1649.34,3.71,Yes,4.6
SHP0677,2025-05-23,North,Rail,1278,182.57,Standard,1.65,21.78,701.17,14.59,No,3.4
SHP0678,2025-01-01,North,Rail,746,152.29,Express,9.07,20.3,418.62,6.01,No,3.7
SHP0679,2025-02-23,North,Road,2784,282.11,Express,3.73,54.57,1772.11,2.59,Yes,4.4
SHP0680,2025-09-16,North,Road,999,470.84,Express,4.48,26.2,911.48,17.58,No,2.9
SHP0681,2025-05-24,East,Road,2484,468.28,Express,3.2,50.21,1700.77,3.0,Yes,4.2
SHP0682,2025-01-12,West,Road,2918,248.82,Express,3.6,59.24,1735.75,2.81,Yes,4.3
SHP0683,2025-11-26,East,Road,2565,280.72,Standard,4.91,53.84,1826.32,3.45,Yes,4.2
SHP0684,2025-08-12,West,Road,1488,281.01,Express,1.26,29.95,1228.78,1.65,Yes,4.3
SHP0685,2025-09-29,South,Road,118,104.11,Standard,4.55,10.39,376.01,1.63,Yes,4.6
SHP0686,2025-12-24,East,Air,1831,453.43,Standard,3.54,12.94,3023.85,5.9,No,3.9
SHP0687,2025-06-05,South,Rail,2297,91.79,Standard,6.28,40.02,1290.85,7.91,No,3.7
SHP0688,2025-01-08,East,Sea,2313,104.25,Express,2.25,71.66,998.86,0.22,Yes,4.9
SHP0689,2025-05-02,South,Road,2019,230.1,Express,5.82,44.87,1374.33,2.94,Yes,4.8
SHP0690,2025-12-14,North,Air,261,176.99,Standard,1.39,6.49,1020.7,0.27,Yes,5.0
SHP0691,2025-06-13,South,Sea,557,386.57,Express,3.07,19.48,463.59,1.79,Yes,4.6
SHP0692,2025-03-31,West,Air,2113,302.82,Express,3.4,8.37,3139.68,0.06,Yes,5.0
SHP0693,2025-05-16,North,Road,1571,243.9,Standard,4.31,35.24,1196.94,0.87,Yes,4.9
SHP0694,2025-07-05,North,Air,2981,100.7,Standard,5.14,15.91,4244.19,1.32,Yes,4.9
SHP0695,2025-11-12,South,Road,381,225.56,Express,2.8,14.39,508.2,0.09,Yes,4.7
SHP0696,2025-06-27,West,Road,2814,213.42,Standard,2.05,56.88,1766.68,0.83,Yes,4.6
SHP0697,2025-01-28,East,Rail,600,258.66,Standard,3.69,14.76,399.54,3.12,Yes,4.6
SHP0698,2025-08-08,East,Rail,1674,163.85,Standard,5.65,32.52,962.16,19.42,No,2.8
SHP0699,2025-12-23,North,Road,991,319.25,Standard,7.99,28.07,967.72,4.39,Yes,4.3
SHP0700,2025-02-10,East,Sea,2353,173.71,Express,5.59,76.08,1007.38,1.46,Yes,4.4
SHP0701,2025-08-16,South,Air,777,298.98,Standard,4.33,8.86,1750.97,0.61,Yes,4.3
SHP0702,2025-07-11,West,Rail,929,386.54,Express,4.82,21.63,635.55,9.62,No,3.1
SHP0703,2025-05-25,East,Sea,2912,152.29,Express,3.04,92.24,1169.93,3.41,Yes,4.4
SHP0704,2025-07-20,North,Road,698,128.96,Express,2.4,15.61,696.2,8.82,No,4.0
SHP0705,2025-07-31,North,Sea,1049,309.04,Standard,6.41,37.66,515.9,16.2,No,2.0
SHP0706,2025-08-08,North,Rail,1571,87.81,Standard,9.24,34.41,1010.09,4.38,Yes,4.1
SHP0707,2025-08-28,South,Road,2568,482.11,Standard,5.91,55.38,1716.14,7.9,No,3.6
SHP0708,2025-02-15,South,Air,2787,223.11,Standard,5.42,13.28,4116.77,1.73,Yes,4.7
SHP0709,2025-02-04,East,Air,1662,204.32,Express,2.44,8.01,2730.37,6.96,No,3.7
SHP0710,2025-09-10,South,Air,2797,324.48,Standard,3.89,18.46,4189.14,0.42,Yes,4.3
SHP0711,2025-03-23,South,Sea,2604,310.68,Standard,1.81,79.69,1282.78,1.98,Yes,4.3
SHP0712,2025-09-13,North,Air,1059,222.42,Standard,1.54,3.94,1787.76,0.93,Yes,4.4
SHP0713,2025-07-16,North,Rail,1600,409.54,Express,3.36,27.29,987.94,0.08,Yes,4.8
SHP0714,2025-10-30,West,Sea,853,138.29,Express,4.59,35.16,477.04,2.18,Yes,4.5
SHP0715,2025-01-10,North,Air,2928,364.54,Standard,4.06,10.59,4420.29,4.32,Yes,4.4
SHP0716,2025-11-08,East,Road,263,104.06,Express,1.18,8.13,435.45,7.93,No,3.8
SHP0717,2025-10-13,West,Sea,218,316.54,Standard,1.52,12.57,306.45,19.85,No,2.8
SHP0718,2025-08-30,East,Road,1027,176.0,Standard,2.73,23.57,779.86,1.41,Yes,4.5
SHP0719,2025-09-08,West,Air,1378,88.43,Express,9.66,17.21,2231.62,4.91,Yes,4.4
SHP0720,2025-12-31,South,Sea,195,264.98,Standard,4.6,13.12,543.02,1.71,Yes,4.7
SHP0721,2025-01-05,West,Air,1848,216.13,Express,1.17,8.06,2999.95,10.33,No,3.5
SHP0722,2025-04-29,North,Air,565,75.2,Standard,4.57,6.27,1375.76,1.21,Yes,4.9
SHP0723,2025-10-16,North,Air,502,50.42,Standard,5.52,8.51,1168.09,3.79,Yes,4.1
SHP0724,2025-03-06,East,Rail,109,199.02,Express,1.69,4.52,216.26,2.21,Yes,5.0
SHP0725,2025-05-26,West,Sea,577,687.29,Standard,2.07,21.65,587.25,8.27,No,3.5
SHP0726,2025-08-12,West,Road,1073,277.19,Express,9.59,37.52,784.87,5.03,No,3.7
SHP0727,2025-08-27,North,Road,2571,138.68,Express,1.87,52.41,1660.53,0.14,Yes,4.3
SHP0728,2025-06-26,South,Road,1614,472.16,Standard,3.21,37.18,1274.59,13.27,No,3.2
SHP0729,2025-09-24,West,Rail,2854,417.82,Standard,4.73,46.93,1550.05,2.23,Yes,4.3
SHP0730,2025-12-07,North,Rail,2879,539.21,Standard,5.94,51.19,1549.73,1.62,Yes,4.7
SHP0731,2025-10-09,West,Air,1152,357.35,Standard,4.61,7.55,2181.25,3.12,Yes,4.0
SHP0732,2025-03-04,West,Road,482,411.63,Standard,3.06,13.94,688.69,0.56,Yes,4.9
SHP0733,2025-08-05,South,Rail,1226,369.36,Standard,3.39,25.34,765.93,15.05,No,3.1
SHP0734,2025-12-08,South,Road,450,158.5,Standard,6.78,17.64,638.58,2.8,Yes,4.3
SHP0735,2025-11-11,South,Road,2154,70.38,Standard,1.1,44.66,1478.23,9.98,No,3.8
SHP0736,2025-10-10,North,Rail,2283,153.73,Express,1.94,41.71,1308.51,6.78,No,4.2
SHP0737,2025-06-26,West,Road,2495,479.84,Express,1.01,50.06,1767.97,0.71,Yes,4.7
SHP0738,2025-04-08,South,Road,654,169.57,Express,4.59,18.69,767.08,8.27,No,4.1
SHP0739,2025-04-15,West,Road,2885,199.97,Standard,4.53,58.41,1913.97,2.03,Yes,4.9
SHP0740,2025-04-09,North,Road,2255,97.9,Express,3.63,46.26,1468.74,0.42,Yes,4.5
SHP0741,2025-11-07,West,Rail,1860,150.54,Standard,3.29,32.15,1202.39,1.34,Yes,5.0
SHP0742,2025-01-06,South,Road,1513,220.0,Express,3.31,34.87,1263.93,0.35,Yes,4.4
SHP0743,2025-07-16,North,Air,2686,312.56,Express,6.3,16.75,4059.48,4.03,Yes,4.6
SHP0744,2025-12-17,North,Air,2563,160.6,Standard,2.12,8.39,3836.17,0.5,Yes,5.0
SHP0745,2025-05-13,East,Rail,2543,152.94,Standard,2.93,41.66,1190.07,4.72,Yes,4.2
SHP0746,2025-12-24,East,Sea,1823,399.22,Express,9.51,62.65,821.3,4.88,Yes,4.2
SHP0747,2025-09-16,West,Rail,2898,278.02,Express,6.15,50.53,1545.03,2.11,Yes,4.4
SHP0748,2025-01-23,North,Rail,1603,303.1,Express,2.03,29.58,928.69,0.21,Yes,4.5
SHP0749,2025-02-22,North,Sea,1146,645.37,Standard,2.74,40.18,706.55,14.65,No,2.8
SHP0750,2025-06-14,East,Road,978,155.47,Standard,1.58,20.75,819.28,1.44,Yes,4.8
SHP0751,2025-07-21,South,Sea,2001,213.94,Standard,2.92,61.54,938.69,0.93,Yes,5.0
SHP0752,2025-03-24,South,Road,2023,325.65,Express,2.48,41.71,1456.29,1.13,Yes,4.7
SHP0753,2025-05-25,West,Road,2114,120.29,Standard,4.09,44.67,1292.23,3.52,Yes,4.0
SHP0754,2025-03-26,West,Road,1604,259.91,Express,5.56,39.09,1336.44,2.6,Yes,4.1
SHP0755,2025-03-19,West,Air,2828,224.87,Standard,1.95,10.11,4136.19,6.64,No,4.0
SHP0756,2025-01-01,West,Rail,375,1547.06,Standard,3.08,11.71,894.81,5.94,No,3.9
SHP0757,2025-02-20,South,Air,1044,237.44,Standard,6.51,11.13,1855.09,5.39,No,4.6
SHP0758,2025-06-22,South,Road,662,497.63,Express,7.17,21.56,646.98,3.66,Yes,4.1
SHP0759,2025-07-24,East,Road,2643,395.82,Standard,5.61,54.66,1820.15,1.63,Yes,4.8
SHP0760,2025-09-17,West,Road,645,98.53,Standard,4.54,18.39,717.44,2.77,Yes,4.3
SHP0761,2025-10-15,North,Road,970,74.88,Standard,5.68,24.97,712.13,11.81,No,3.3
SHP0762,2025-02-03,South,Sea,891,263.2,Standard,1.59,36.08,440.23,0.18,Yes,4.8
SHP0763,2025-12-14,North,Road,1275,533.86,Standard,3.55,34.75,1167.86,4.61,Yes,4.4
SHP0764,2025-04-05,East,Air,393,270.84,Express,1.96,5.92,1209.05,2.72,Yes,4.6
SHP0765,2025-03-13,West,Air,1926,233.97,Standard,2.18,9.19,3104.14,0.43,Yes,4.6
SHP0766,2025-02-08,West,Road,908,181.48,Standard,2.67,21.65,789.32,15.8,No,2.9
SHP0767,2025-06-03,North,Rail,1473,87.64,Express,10.93,34.53,848.93,16.88,No,2.6
SHP0768,2025-09-07,West,Road,494,113.03,Express,1.12,13.42,670.55,1.01,Yes,4.2
SHP0769,2025-06-11,East,Road,1838,71.12,Standard,1.6,40.29,1188.39,2.95,Yes,4.5
SHP0770,2025-04-28,North,Road,271,102.3,Standard,2.35,13.0,529.64,2.88,Yes,4.9
SHP0771,2025-09-16,North,Rail,641,153.21,Express,10.05,21.64,355.8,9.63,No,4.2
SHP0772,2025-11-02,South,Road,1080,381.16,Express,1.95,27.03,1026.15,0.24,Yes,4.9
SHP0773,2025-09-25,North,Rail,1345,162.14,Express,1.12,20.91,898.42,0.0,Yes,4.9
SHP0774,2025-02-23,West,Rail,1067,264.79,Standard,3.63,19.52,655.22,5.16,No,3.3
SHP0775,2025-08-24,South,Road,2113,243.39,Standard,1.15,41.95,1548.9,2.04,Yes,5.0
SHP0776,2025-08-10,West,Air,1497,313.98,Express,1.79,5.74,2564.17,0.35,Yes,5.0
SHP0777,2025-09-08,South,Air,2095,107.3,Standard,3.59,11.2,3214.4,1.24,Yes,4.9
SHP0778,2025-11-09,North,Road,573,464.72,Standard,4.74,18.7,547.12,2.35,Yes,4.5
SHP0779,2025-04-22,South,Road,2900,82.68,Express,3.11,56.88,1886.91,11.15,No,2.7
SHP0780,2025-09-12,North,Air,2118,161.83,Standard,1.71,16.26,3269.02,0.1,Yes,4.9
SHP0781,2025-10-30,South,Road,2325,218.19,Standard,5.3,53.29,1712.69,1.88,Yes,4.6
SHP0782,2025-07-26,West,Air,1858,376.95,Standard,2.32,7.46,3162.45,2.42,Yes,4.0
SHP0783,2025-08-17,East,Road,1361,581.45,Standard,2.07,27.37,1189.16,0.76,Yes,4.9
SHP0784,2025-12-07,East,Road,2906,379.03,Standard,4.41,59.01,2002.41,15.48,No,3.4
SHP0785,2025-03-07,North,Road,1356,596.54,Express,3.95,32.14,1088.9,0.98,Yes,4.8
SHP0786,2025-03-16,North,Road,2501,123.91,Standard,6.48,53.93,1800.44,16.11,No,3.0
